URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","SCT"
http://hl7.org/fhir/ValueSet/approach-site-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.346",SNOMEDCTAnatomicalStructureForAdministrationSiteCodes,SNOMED CT Anatomical Structure for Administration Site Codes,"This value set includes Anatomical Structure codes from SNOMED CT - provided as an exemplar.","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/chf-cardiology-consult,StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-potassium,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-cardiology-consult-request,StructureDefinition/chf-creatinine,StructureDefinition/chf-jvp,StructureDefinition/chf-bodyweight,StructureDefinition/chf-net-io","SCT"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/chf-cardiology-consult,StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","SCT"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","THO"
http://hl7.org/fhir/ValueSet/device-action,4.0.1,draft,"2.16.840.1.113883.4.642.3.425",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/chf-cardiology-consult","SCT"
http://hl7.org/fhir/ValueSet/device-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.208",FHIRDeviceTypes,FHIR Device Types,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/chf-cardiology-consult","SCT"
http://hl7.org/fhir/ValueSet/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.109",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","StructureDefinition/chf-cardiology-consult","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/chf-cardiology-consult,StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-potassium,StructureDefinition/chf-urine-out,StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-cardiology-consult-request,StructureDefinition/chf-creatinine,StructureDefinition/chf-jvp,StructureDefinition/chf-bodyweight,StructureDefinition/chf-lasix-iv-administration,StructureDefinition/chf-net-io,StructureDefinition/chf-lasix-iv-request","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/med-admin-perform-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.349",MedicationAdministration Performer Function Codes,Medication administration  performer  function  codes,"MedicationAdministration Performer Function Codes","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","THO"
http://hl7.org/fhir/ValueSet/medication-admin-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.347",MedicationAdministration Category Codes,Medication administration  category  codes,"MedicationAdministration Category Codes","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","THO"
http://hl7.org/fhir/ValueSet/medication-admin-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.340",MedicationAdministration Status Codes,Medication administration  status  codes,"MedicationAdministration Status Codes","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","THO"
http://hl7.org/fhir/ValueSet/medication-as-needed-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.96",SNOMEDCTMedicationAsNeededReasonCodes,SNOMED CT Medication As Needed Reason Codes,"This value set includes all clinical findings from SNOMED CT - provided as an exemplar value set.","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","SCT"
http://hl7.org/fhir/ValueSet/medication-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.375",SNOMEDCTMedicationCodes,SNOMED CT Medication Codes,"This value set includes all drug or medicament substance codes and all pharmaceutical/biologic products from SNOMED CT - provided as an exemplar value set.","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-administration,StructureDefinition/chf-lasix-iv-request","SCT"
http://hl7.org/fhir/ValueSet/medicationrequest-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.1322",medicationRequest Category Codes,Medication request  category  codes,"MedicationRequest Category Codes","StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-course-of-therapy,4.0.1,draft,"2.16.840.1.113883.4.642.3.1326",medicationRequest Course of Therapy Codes,Medication request  course of  therapy  codes,"MedicationRequest Course of Therapy Codes","StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.1321",medicationRequest Intent,Medication request  intent,"MedicationRequest Intent Codes","StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.1320",medicationrequest Status,Medicationrequest  status,"MedicationRequest Status Codes","StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1324",medicationRequest Status Reason Codes,Medication request  status  reason  codes,"MedicationRequest Status Reason Codes","StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","THO"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/chf-creatinine,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-vitalsignresult,4.0.1,active,"2.16.840.1.113883.3.88.12.80.62",VitalSigns,Vital Signs,"This value set indicates the allowed vital sign result types.   The LOINC code for Vitals Signs panel (85353-1) is a grouping structure for a set of vital signs and includes related links (with type=has-member) to the Observations in this set (e.g. respiratory rate, heart rate, BP).  The Blood pressure panel (85354-9) is used to group the component observations Systolic blood pressure (8480-6) and Diastolic blood pressure (8462-4).","StructureDefinition/chf-potassium,StructureDefinition/chf-bodyweight,StructureDefinition/chf-o2-sat","LOINC"
http://hl7.org/fhir/ValueSet/participant-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.152",ParticipantRoles,Participant Roles,"Roles of participants that may be included in a care team.  Defined as: Is a Person, Healthcare professional (occupation) or Healthcare related organization (qualifier value).","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","SCT"
http://hl7.org/fhir/ValueSet/performer-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.433",ProcedurePerformerRoleCodes,Procedure Performer Role Codes,"This example value set defines the set of codes that can be used to indicate a role of a procedure performer.","StructureDefinition/chf-cardiology-consult,StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","SCT"
http://hl7.org/fhir/ValueSet/procedure-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.430",ProcedureCategoryCodes(SNOMEDCT),Procedure Category Codes (SNOMED CT),"Procedure Category code: A selection of relevant SNOMED CT codes.","StructureDefinition/chf-cardiology-consult","SCT"
http://hl7.org/fhir/ValueSet/procedure-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.427",ProcedureCodes(SNOMEDCT),Procedure Codes (SNOMED CT),"Procedure Code: All SNOMED CT procedure codes.","StructureDefinition/chf-cardiology-consult,StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","SCT"
http://hl7.org/fhir/ValueSet/procedure-followup,4.0.1,draft,"2.16.840.1.113883.4.642.3.429",ProcedureFollowUpCodes(SNOMEDCT),Procedure Follow up Codes (SNOMED CT),"Procedure follow up codes: A selection of SNOMED CT codes relevant to procedure follow up.","StructureDefinition/chf-cardiology-consult","SCT"
http://hl7.org/fhir/ValueSet/procedure-not-performed-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.431",ProcedureNotPerformedReason(SNOMED-CT),Procedure Not Performed Reason (SNOMED-CT),"Situation codes describing the reason that a procedure, which might otherwise be expected, was not performed, or a procedure that was started and was not completed. Consists of SNOMED CT codes, children of procedure contraindicated (183932001), procedure discontinued (416406003), procedure not done (416237000), procedure not indicated (428119001), procedure not offered (416064006), procedure not wanted (416432009), procedure refused (183944003), and procedure stopped (394908001).","StructureDefinition/chf-cardiology-consult","SCT"
http://hl7.org/fhir/ValueSet/procedure-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.428",ProcedureOutcomeCodes(SNOMEDCT),Procedure Outcome Codes (SNOMED CT),"Procedure Outcome code: A selection of relevant SNOMED CT codes.","StructureDefinition/chf-cardiology-consult","SCT"
http://hl7.org/fhir/ValueSet/procedure-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.432",ProcedureReasonCodes,Procedure Reason Codes,"This example value set defines the set of codes that can be used to indicate a reason for a procedure.","StructureDefinition/chf-cardiology-consult,StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","SCT"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/reason-medication-given-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.344",ReasonMedicationGivenCodes,Reason Medication Given Codes,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication process.","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","THO"
http://hl7.org/fhir/ValueSet/reason-medication-not-given-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.342",SNOMEDCTReasonMedicationNotGivenCodes,SNOMED CT Reason Medication Not Given Codes,"This value set includes all medication refused, medication not administered, and non-administration of necessary drug or medicine codes from SNOMED CT - provided as an exemplar value set.","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","SCT"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/chf-creatinine,StructureDefinition/chf-potassium,StructureDefinition/chf-jvp,StructureDefinition/chf-urine-out,StructureDefinition/chf-bodyweight,StructureDefinition/chf-bodyweight-change,StructureDefinition/chf-o2-sat,StructureDefinition/chf-egfr,StructureDefinition/chf-net-io","THO"
http://hl7.org/fhir/ValueSet/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.113",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.3.115",RequestPriority,Request priority,"The clinical priority of a diagnostic order.","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request,StructureDefinition/chf-cardiology-consult-request","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.111",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/chf-lasix-po-administration,StructureDefinition/chf-lasix-iv-administration","SCT"
http://hl7.org/fhir/ValueSet/servicerequest-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.434",ServiceRequestCategoryCodes,Service Request Category Codes,"An example value set of SNOMED CT concepts that can classify a requested service","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","SCT"
http://hl7.org/fhir/ValueSet/servicerequest-orderdetail,4.0.1,draft,"2.16.840.1.113883.4.642.3.435",ServiceRequestOrderDetailsCodes,Service Request Order Details Codes,"An example value set of Codified order entry details concepts.  These concepts only make sense in the context of what is being ordered.  This example is for a patient ventilation order","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","SCT"
http://hl7.org/fhir/ValueSet/ucum-vitals-common,4.0.1,draft,"2.16.840.1.113883.4.642.3.955",VitalSignsUnits,Vital Signs Units,"Common UCUM units for recording Vital Signs","StructureDefinition/chf-potassium,StructureDefinition/chf-bodyweight,StructureDefinition/chf-o2-sat","UCUM"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,3.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/chf-jvp-request,StructureDefinition/chf-o2-sat-request,StructureDefinition/chf-cardiology-consult-request","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/chf-lasix-po-request,StructureDefinition/chf-lasix-iv-request","THO (V3)"
